,season,round,home_club_position,away_club_position,home_club_cum_goals,away_club_cum_goals,home_club_cum_concede,away_club_cum_concede,home_recent_result,away_recent_result,result,multinomial_result,knn_result,tree_result
0,2013,2,12,9,1,1,0,3,3,0,-1,-1,-1,-1
1,2013,2,3,5,4,2,1,0,3,3,0,1,1,1
2,2013,2,8,1,3,1,1,0,3,3,-1,-1,-1,-1
3,2013,2,11,7,0,4,2,0,0,3,1,1,-1,1
4,2013,2,14,17,2,0,2,1,1,0,0,1,1,1
5,2013,2,13,15,0,2,2,2,0,1,1,1,1,1
6,2013,2,6,16,1,0,0,1,3,0,0,1,1,1
7,2013,2,18,4,0,2,4,0,0,3,0,-1,-1,-1
8,2013,2,2,20,1,1,0,4,3,0,1,1,1,1
9,2013,2,10,19,0,0,1,1,0,0,1,1,1,1
10,2013,3,12,17,0,2,4,3,1,3,1,1,1,1
11,2013,3,1,7,2,4,0,1,6,4,1,1,1,1
12,2013,3,4,6,4,2,4,0,3,6,1,1,1,1
13,2013,3,9,10,2,2,3,1,1,4,1,1,1,1
14,2013,3,20,16,0,1,1,5,1,0,-1,-1,0,1
15,2013,3,14,19,1,1,3,2,0,1,1,1,1,1
16,2013,3,3,18,6,1,3,2,3,3,1,1,1,1
17,2013,3,2,13,2,3,0,2,4,3,1,1,1,1
18,2013,3,11,15,3,2,4,2,3,2,0,1,1,1
19,2013,3,8,5,2,2,0,2,4,3,-1,-1,-1,-1
20,2013,4,11,10,2,2,2,1,4,4,0,-1,-1,-1
21,2013,4,5,18,4,4,2,4,4,3,1,1,1,1
22,2013,4,9,6,2,4,2,1,3,7,1,1,0,-1
23,2013,4,16,12,1,3,4,4,3,4,0,-1,-1,1
24,2013,4,20,2,2,5,5,4,1,6,-1,-1,-1,-1
25,2013,4,14,19,2,0,4,3,3,1,0,1,1,1
26,2013,4,13,1,3,3,5,0,3,9,0,-1,0,-1
27,2013,4,17,8,4,1,4,4,3,4,-1,-1,-1,1
28,2013,4,3,15,2,3,1,3,6,4,1,1,1,1
29,2013,4,7,4,3,8,2,3,6,6,0,-1,-1,-1
30,2013,5,19,9,4,5,6,7,3,4,-1,-1,-1,-1
31,2013,5,12,11,3,2,5,5,7,4,-1,1,0,1
32,2013,5,1,10,8,3,5,2,9,7,1,1,1,1
33,2013,5,14,6,2,3,1,2,5,6,-1,-1,-1,-1
34,2013,5,3,8,8,6,3,2,7,7,1,1,0,1
35,2013,5,5,7,5,2,2,2,10,5,-1,1,1,1
36,2013,5,16,2,4,4,5,1,5,9,-1,-1,-1,-1
37,2013,5,15,20,1,3,4,8,2,1,1,1,1,1
38,2013,5,4,18,4,3,2,5,7,4,1,1,1,1
39,2013,5,17,13,3,5,5,6,4,3,-1,-1,-1,-1
40,2013,6,13,1,7,11,7,6,7,12,-1,-1,-1,-1
41,2013,6,6,19,3,4,2,8,8,3,1,1,1,1
42,2013,6,4,16,6,5,4,8,9,7,1,1,1,1
43,2013,6,20,2,3,5,11,3,1,10,-1,-1,-1,-1
44,2013,6,8,17,5,4,7,4,7,5,1,1,1,1
45,2013,6,9,7,6,12,6,4,6,10,1,1,1,-1
46,2013,6,3,5,5,6,1,2,12,10,0,1,1,1
47,2013,6,18,11,3,4,7,6,4,5,-1,-1,-1,1
48,2013,6,12,10,7,4,6,4,7,5,-1,-1,-1,1
49,2013,6,14,15,4,3,5,6,7,4,-1,-1,1,1
50,2013,7,20,9,4,8,14,8,1,4,-1,-1,-1,1
51,2013,7,18,3,4,7,6,3,6,8,-1,-1,-1,-1
52,2013,7,17,16,4,4,9,6,1,7,1,1,1,1
53,2013,7,2,19,8,4,4,10,10,3,1,1,1,1
54,2013,7,14,11,6,7,7,11,8,7,-1,-1,-1,1
55,2013,7,6,13,6,4,2,5,10,2,-1,1,1,1
56,2013,7,8,10,6,9,7,8,10,6,0,1,-1,-1
57,2013,7,4,15,5,8,2,9,8,7,1,1,1,1
58,2013,7,12,1,6,13,5,7,8,15,0,-1,-1,-1
59,2013,7,5,7,14,9,7,6,7,11,1,1,1,-1
60,2013,8,15,4,7,17,5,8,4,10,-1,-1,-1,-1
61,2013,8,10,3,9,11,12,5,9,10,0,-1,-1,-1
62,2013,8,7,9,10,6,9,7,10,8,1,1,1,1
63,2013,8,11,20,8,5,11,16,7,0,1,1,1,1
64,2013,8,2,17,10,7,4,9,10,5,1,1,1,1
65,2013,8,1,18,14,5,8,9,13,6,1,1,1,1
66,2013,8,8,6,10,7,9,2,6,10,0,1,0,-1
67,2013,8,19,14,5,5,13,9,3,4,-1,0,-1,1
68,2013,8,13,5,9,6,8,5,7,7,-1,-1,-1,-1
69,2013,8,16,12,4,7,7,6,4,8,0,0,1,1
70,2013,9,18,16,6,8,13,13,3,4,0,-1,-1,1
71,2013,9,9,15,12,8,11,8,7,4,0,1,1,1
72,2013,9,19,11,5,11,20,14,0,7,1,-1,0,1
73,2013,9,5,14,8,9,3,10,11,7,1,1,1,1
74,2013,9,4,10,8,7,5,9,10,8,1,1,1,1
75,2013,9,20,1,6,18,17,9,0,13,-1,-1,-1,-1
76,2013,9,13,6,9,12,10,10,7,12,-1,-1,-1,1
77,2013,9,8,17,11,4,10,7,7,2,1,1,1,1
78,2013,9,2,7,14,20,5,9,10,10,1,1,1,1
79,2013,9,3,12,13,7,7,6,8,9,1,1,1,1
80,2013,10,9,2,12,16,16,6,4,13,1,1,0,-1
81,2013,10,11,20,8,6,10,19,8,0,1,1,1,1
82,2013,10,15,14,8,9,8,12,4,7,0,-1,-1,-1
83,2013,10,5,18,21,6,11,13,9,4,1,1,1,1
84,2013,10,7,4,14,9,10,5,12,10,0,-1,-1,1
85,2013,10,1,3,20,17,9,8,13,10,1,1,1,1
86,2013,10,12,13,8,12,13,11,4,7,1,1,1,1
87,2013,10,10,19,7,7,10,21,7,3,1,1,1,1
88,2013,10,16,8,9,14,12,12,6,7,-1,-1,-1,-1
89,2013,10,17,6,6,10,10,3,1,13,0,-1,-1,-1
90,2013,11,15,16,6,8,20,8,4,5,1,1,1,0
91,2013,11,20,6,6,14,21,10,0,10,0,-1,-1,-1
92,2013,11,3,12,11,8,4,10,11,7,1,1,1,1
93,2013,11,11,14,9,9,12,13,5,7,1,1,1,1
94,2013,11,4,10,16,10,8,10,10,8,0,1,1,1
95,2013,11,19,8,7,28,22,11,3,9,1,-1,0,-1
96,2013,11,5,1,17,22,13,9,10,13,1,-1,0,-1
97,2013,11,7,9,9,14,5,16,8,7,-1,-1,-1,1
98,2013,11,2,18,17,10,10,15,10,6,1,1,1,1
99,2013,11,13,17,12,7,12,11,4,2,0,1,0,1
100,2013,12,4,9,28,9,12,6,9,7,1,1,1,1
101,2013,12,13,19,9,6,14,21,4,1,-1,1,1,1
102,2013,12,7,2,14,21,10,10,8,10,0,-1,-1,1
103,2013,12,17,3,9,18,11,10,5,10,-1,-1,-1,-1
104,2013,12,15,6,9,18,15,13,4,13,0,-1,-1,-1
105,2013,12,18,10,10,15,19,15,6,5,-1,-1,-1,-1
106,2013,12,1,5,22,15,10,5,10,11,1,1,1,-1
107,2013,12,8,16,15,9,16,21,10,4,1,1,1,1
108,2013,12,11,12,12,11,12,12,6,5,0,1,0,1
109,2013,12,14,20,10,8,14,22,3,6,1,1,1,1
110,2013,13,15,18,9,11,14,21,2,3,1,1,0,1
111,2013,13,14,20,10,7,23,21,4,4,1,1,1,1
112,2013,13,2,7,21,15,10,7,10,8,1,1,1,1
113,2013,13,3,13,34,17,12,16,9,8,1,1,1,1
114,2013,13,11,19,13,8,14,24,5,6,0,1,1,1
115,2013,13,5,16,17,12,13,14,9,6,1,1,1,1
116,2013,13,10,4,9,24,15,13,3,8,1,1,-1,-1
117,2013,13,9,8,9,20,12,15,7,11,0,1,-1,-1
118,2013,13,6,12,17,14,17,14,10,6,1,1,1,1
119,2013,13,17,1,11,24,17,10,5,12,-1,-1,-1,-1
120,2013,14,20,2,8,24,24,11,7,10,-1,-1,-1,-1
121,2013,14,8,10,16,13,10,14,7,6,-1,-1,1,-1
122,2013,14,13,3,15,37,16,12,5,9,-1,-1,-1,-1
123,2013,14,19,17,7,12,22,14,4,5,1,1,1,0
124,2013,14,4,16,25,11,16,23,7,7,1,1,1,1
125,2013,14,18,6,11,11,24,14,0,5,-1,-1,-1,0
126,2013,14,9,5,22,21,17,13,11,9,-1,-1,0,-1
127,2013,14,1,12,27,12,10,16,12,6,1,1,1,1
128,2013,14,11,7,17,19,19,18,5,12,1,-1,1,1
129,2013,14,14,15,12,11,18,20,5,5,0,-1,0,1
130,2013,15,9,7,22,19,18,21,8,12,-1,-1,1,1
131,2013,15,1,5,29,22,10,13,12,9,0,1,1,1
132,2013,15,15,14,17,12,19,28,5,6,-1,-1,0,1
133,2013,15,10,12,20,12,19,18,7,6,0,1,0,1
134,2013,15,19,16,8,11,22,20,7,5,1,-1,1,1
135,2013,15,20,6,11,13,28,15,4,5,-1,-1,-1,0
136,2013,15,2,17,30,12,17,15,7,4,1,1,1,1
137,2013,15,8,4,18,40,13,14,4,12,0,1,1,-1
138,2013,15,18,11,12,16,26,16,0,9,1,-1,1,0
139,2013,15,13,3,12,28,18,14,6,10,1,-1,-1,-1
140,2013,16,4,1,41,30,15,11,10,10,1,-1,-1,-1
141,2013,16,3,18,30,10,17,22,10,10,1,1,1,1
142,2013,16,17,20,13,12,19,30,3,4,0,1,1,1
143,2013,16,5,19,23,14,14,26,9,3,1,1,1,1
144,2013,16,14,10,14,21,28,20,9,8,0,1,-1,1
145,2013,16,6,9,20,19,21,14,12,4,0,1,-1,1
146,2013,16,11,8,16,22,18,19,8,5,-1,-1,-1,1
147,2013,16,12,13,13,15,19,20,4,8,0,1,1,1
148,2013,16,15,16,11,17,22,21,2,2,1,1,1,1
149,2013,16,7,2,15,34,16,18,7,10,-1,1,-1,-1
150,2013,17,16,12,17,13,22,19,1,5,0,-1,0,1
151,2013,17,11,5,22,27,21,15,8,11,-1,-1,0,-1
152,2013,17,18,6,11,21,24,22,9,10,-1,-1,-1,1
153,2013,17,8,17,25,13,19,19,5,4,1,1,1,1
154,2013,17,19,3,15,47,30,18,3,13,-1,-1,-1,-1
155,2013,17,1,15,39,12,18,22,10,5,1,1,1,1
156,2013,17,20,14,12,15,30,29,2,7,0,-1,-1,1
157,2013,17,2,4,33,32,17,18,10,12,0,1,1,1
158,2013,17,9,7,20,15,15,21,2,7,-1,-1,1,-1
159,2013,17,10,13,15,16,20,21,8,5,1,1,1,1
160,2013,18,2,4,51,42,20,19,13,12,1,1,1,1
161,2013,18,12,7,14,28,20,20,6,7,-1,1,-1,-1
162,2013,18,14,18,15,17,29,34,8,3,-1,1,1,1
163,2013,18,8,15,18,18,23,23,10,1,0,1,1,1
164,2013,18,5,20,29,12,16,30,13,3,-1,1,1,1
165,2013,18,19,1,14,33,22,17,4,8,-1,-1,-1,-1
166,2013,18,6,10,24,17,22,21,10,8,1,1,1,1
167,2013,18,13,17,17,11,23,27,4,6,-1,1,1,1
168,2013,18,16,9,13,22,25,18,4,2,-1,-1,-1,-1
169,2013,18,3,11,32,23,18,23,10,5,1,1,1,1
170,2013,19,19,15,15,19,25,24,1,2,0,-1,0,1
171,2013,19,13,11,17,23,24,24,3,5,0,1,1,1
172,2013,19,7,12,19,18,24,26,10,8,1,1,1,1
173,2013,19,3,5,33,43,18,21,10,12,1,1,1,1
174,2013,19,8,1,29,36,23,18,10,8,-1,-1,-1,-1
175,2013,19,2,17,53,12,21,27,13,9,1,1,1,1
176,2013,19,16,20,13,13,28,30,4,5,0,1,1,1
177,2013,19,14,6,16,31,31,22,5,9,-1,1,-1,-1
178,2013,19,10,18,16,19,23,35,3,6,1,1,1,1
179,2013,19,4,9,29,25,17,18,10,5,1,1,1,1
180,2013,20,13,2,24,54,25,21,3,13,-1,-1,-1,-1
181,2013,20,14,8,22,29,27,24,3,10,1,-1,-1,1
182,2013,20,4,10,44,22,23,23,9,6,1,1,1,1
183,2013,20,18,15,12,16,28,32,6,5,0,-1,0,1
184,2013,20,20,11,15,18,32,25,6,1,-1,-1,-1,1
185,2013,20,9,3,26,35,20,19,5,10,-1,-1,1,-1
186,2013,20,1,17,37,15,18,30,8,4,1,1,1,1
187,2013,20,7,6,32,22,22,24,12,10,-1,-1,-1,1
188,2013,20,16,19,19,18,41,28,6,2,1,1,1,1
189,2013,20,12,5,18,31,29,18,7,10,0,-1,0,-1
190,2013,21,10,3,22,38,25,19,5,13,-1,-1,-1,-1
191,2013,21,16,19,21,15,42,33,6,6,-1,1,1,1
192,2013,21,7,13,33,26,24,28,12,2,1,-1,1,1
193,2013,21,11,1,19,39,25,18,4,10,-1,-1,-1,-1
194,2013,21,5,15,32,17,19,33,10,3,1,1,1,1
195,2013,21,8,2,29,57,25,23,7,15,-1,-1,0,-1
196,2013,21,9,14,26,23,23,27,4,6,1,1,1,1
197,2013,21,18,17,15,19,32,30,4,2,-1,0,1,1
198,2013,21,6,20,24,13,25,29,10,4,1,1,1,1
199,2013,21,12,4,19,46,30,23,5,9,-1,-1,-1,-1
200,2013,22,2,20,59,15,23,34,15,1,1,1,1,1
201,2013,22,3,7,40,35,19,24,13,12,1,1,1,1
202,2013,22,15,5,26,26,30,25,1,13,-1,-1,-1,-1
203,2013,22,4,10,51,20,26,27,9,4,0,1,1,1
204,2013,22,13,6,23,34,28,19,6,10,0,1,-1,-1
205,2013,22,18,8,21,29,30,27,4,6,-1,-1,-1,-1
206,2013,22,12,11,17,22,35,27,2,4,1,1,1,1
207,2013,22,1,17,41,22,19,46,13,6,1,1,1,1
208,2013,22,16,14,13,22,31,35,4,4,1,1,1,1
209,2013,22,19,9,19,27,34,23,8,6,0,-1,-1,-1
210,2013,23,9,2,29,43,25,19,7,15,0,-1,-1,-1
211,2013,23,14,13,14,22,31,28,7,3,1,1,1,1
212,2013,23,10,15,22,24,29,29,5,6,1,1,1,1
213,2013,23,5,1,29,63,26,25,13,15,-1,1,0,1
214,2013,23,7,20,36,17,27,38,9,1,1,1,1,1
215,2013,23,4,6,53,35,28,20,7,8,1,1,1,1
216,2013,23,11,19,27,22,33,48,1,6,1,1,1,1
217,2013,23,3,18,43,22,20,33,15,4,0,1,1,1
218,2013,23,17,16,21,22,36,36,8,1,1,1,1,1
219,2013,23,12,8,18,32,35,28,4,6,0,1,1,1
220,2013,24,19,15,17,18,40,35,1,5,1,-1,-1,1
221,2013,24,16,4,27,57,33,28,5,10,0,-1,-1,-1
222,2013,24,1,17,45,15,21,31,13,7,1,1,1,1
223,2013,24,8,14,32,22,28,36,4,8,-1,1,1,1
224,2013,24,13,6,22,30,29,31,3,12,0,-1,-1,1
225,2013,24,20,9,22,31,50,27,3,5,-1,-1,-1,1
226,2013,24,18,12,22,29,33,33,5,4,1,-1,-1,1
227,2013,24,2,3,68,43,26,20,15,13,-1,1,1,-1
228,2013,24,5,10,35,26,24,32,8,8,1,1,1,1
229,2013,24,11,7,22,38,37,27,1,9,1,1,1,1
230,2013,25,5,6,31,37,32,25,10,8,1,1,1,1
231,2013,25,12,15,27,24,34,33,7,7,-1,1,1,1
232,2013,25,10,19,29,19,35,41,3,3,1,1,1,1
233,2013,25,7,20,39,22,29,53,6,3,0,1,1,1
234,2013,25,17,11,25,23,36,30,10,1,-1,-1,1,0
235,2013,25,14,18,15,28,33,34,7,5,1,1,1,1
236,2013,25,16,3,19,68,37,27,5,12,0,-1,-1,-1
237,2013,25,9,13,34,24,27,38,8,4,0,1,1,1
238,2013,25,4,2,58,47,29,21,11,13,1,1,1,1
239,2013,25,1,8,44,32,20,31,13,4,1,1,1,1
240,2013,26,2,7,48,41,26,31,10,7,0,1,1,1
241,2013,26,18,1,29,47,37,20,2,13,0,-1,-1,-1
242,2013,26,3,16,68,25,27,38,10,10,0,1,1,1
243,2013,26,19,13,19,27,44,36,3,4,0,-1,-1,1
244,2013,26,12,17,26,19,33,37,10,5,1,-1,1,1
245,2013,26,20,4,24,63,55,30,1,11,-1,-1,-1,-1
246,2013,26,14,8,25,36,30,29,4,9,-1,-1,-1,1
247,2013,26,9,5,32,32,34,32,4,10,-1,-1,-1,1
248,2013,26,6,10,37,18,26,34,7,9,-1,1,1,1
249,2013,26,15,11,26,32,40,35,4,6,0,-1,-1,1
250,2013,27,12,6,21,41,36,31,12,5,-1,1,-1,-1
251,2013,27,15,5,19,36,39,32,5,10,1,-1,-1,-1
252,2013,27,3,16,70,27,29,41,8,5,1,1,1,1
253,2013,27,8,14,32,27,38,36,4,5,1,1,1,1
254,2013,27,10,9,28,37,33,29,10,9,1,1,0,1
255,2013,27,1,7,48,39,21,29,11,4,1,1,1,1
256,2013,27,17,20,30,26,38,58,3,1,0,1,1,1
257,2013,27,2,18,48,27,26,40,8,8,1,1,1,1
258,2013,27,4,13,66,33,32,36,11,7,1,1,1,1
259,2013,27,19,11,19,25,44,31,4,4,-1,-1,-1,0
260,2013,28,12,8,29,33,31,38,7,4,-1,-1,-1,-1
261,2013,28,9,3,38,70,32,35,8,13,-1,-1,-1,-1
262,2013,28,16,18,28,31,44,39,7,3,1,0,1,1
263,2013,28,15,14,36,21,40,38,7,9,0,-1,0,1
264,2013,28,11,17,27,20,37,39,4,5,1,1,1,1
265,2013,28,6,10,39,31,30,34,3,13,1,1,1,1
266,2013,28,20,1,27,49,59,21,2,11,-1,-1,-1,-1
267,2013,28,5,19,36,19,33,48,7,4,1,1,1,1
268,2013,28,7,2,43,71,31,29,8,8,-1,-1,1,-1
269,2013,28,13,4,27,52,42,27,5,8,1,-1,-1,-1
270,2013,29,8,6,37,40,39,30,6,6,-1,1,-1,-1
271,2013,29,10,14,31,30,35,35,12,7,1,1,1,1
272,2013,29,1,5,52,37,22,33,13,10,1,1,1,-1
273,2013,29,19,20,19,28,49,62,4,2,1,1,1,1
274,2013,29,15,9,22,38,39,35,7,7,-1,1,-1,-1
275,2013,29,18,7,31,43,41,34,3,5,-1,-1,-1,-1
276,2013,29,2,11,74,31,29,38,8,4,1,1,1,1
277,2013,29,3,17,73,30,35,44,13,7,1,1,1,1
278,2013,29,4,13,52,37,28,41,7,5,0,1,1,-1
279,2013,29,16,12,21,28,43,42,4,8,0,1,0,1
280,2013,30,7,3,46,75,34,36,8,15,-1,-1,-1,-1
281,2013,30,8,17,39,22,35,44,7,5,1,1,1,1
282,2013,30,14,18,39,31,43,44,6,2,-1,-1,-1,1
283,2013,30,6,4,37,54,37,30,9,5,-1,-1,-1,1
284,2013,30,15,1,31,78,37,29,6,11,-1,-1,-1,-1
285,2013,30,16,13,31,22,46,40,4,7,0,-1,-1,1
286,2013,30,20,9,29,37,65,42,2,6,1,-1,-1,1
287,2013,30,5,19,43,22,30,50,6,4,1,1,1,1
288,2013,30,11,2,31,56,42,22,4,13,1,-1,-1,-1
289,2013,30,12,10,29,33,43,36,6,12,1,1,1,1
290,2013,31,14,17,24,31,48,46,4,5,1,1,1,1
291,2013,31,6,9,37,43,38,37,6,9,1,1,1,1
292,2013,31,1,20,80,30,29,65,13,4,1,1,1,1
293,2013,31,19,3,23,78,52,36,4,15,-1,-1,-1,-1
294,2013,31,5,16,45,40,31,45,9,3,1,1,1,1
295,2013,31,2,4,56,55,23,30,10,8,1,1,1,1
296,2013,31,11,7,34,46,39,37,9,7,-1,-1,-1,1
297,2013,31,13,18,31,33,39,45,3,5,1,1,1,1
298,2013,31,8,15,37,22,43,40,6,5,1,1,1,1
299,2013,31,12,10,32,32,42,44,7,8,-1,1,-1,1
300,2013,32,2,6,84,40,39,40,15,6,1,-1,1,1
301,2013,32,18,11,31,34,48,41,4,6,-1,-1,-1,1
302,2013,32,20,5,30,48,70,33,4,12,-1,-1,-1,1
303,2013,32,8,9,45,38,40,43,6,9,1,1,1,1
304,2013,32,13,3,22,62,41,23,2,12,1,-1,-1,1
305,2013,32,14,16,42,26,48,48,2,7,1,1,1,1
306,2013,32,17,19,33,26,47,58,4,3,0,-1,1,1
307,2013,32,4,1,55,85,36,29,7,15,0,1,1,1
308,2013,32,7,12,48,33,37,46,9,6,1,1,1,1
309,2013,32,10,15,36,33,45,39,10,6,1,1,1,1
310,2013,33,1,8,86,49,30,40,13,9,1,1,1,1
311,2013,33,20,12,29,23,61,41,4,5,-1,-1,-1,0
312,2013,33,5,4,51,56,34,37,15,5,1,1,1,1
313,2013,33,11,2,36,88,42,39,6,15,-1,1,-1,-1
314,2013,33,17,16,26,36,51,50,4,4,-1,1,1,1
315,2013,33,6,18,40,32,44,50,6,4,1,1,1,1
316,2013,33,9,7,38,52,47,38,6,9,-1,1,1,1
317,2013,33,14,19,34,31,50,73,6,3,-1,1,0,1
318,2013,33,3,10,62,37,24,45,9,13,1,1,1,1
319,2013,33,13,15,33,45,40,48,3,5,1,1,1,1
320,2013,34,8,20,50,29,44,64,9,4,-1,1,1,1
321,2013,34,11,14,26,35,41,52,7,3,1,1,1,1
322,2013,34,19,5,33,54,55,34,1,15,-1,-1,-1,-1
323,2013,34,6,13,56,34,38,40,12,6,1,1,1,1
324,2013,34,16,7,37,45,50,45,7,6,0,-1,-1,1
325,2013,34,15,2,45,65,49,24,4,9,-1,-1,-1,-1
326,2013,34,18,17,33,26,74,52,6,4,1,1,1,1
327,2013,34,4,12,56,37,40,44,5,6,1,1,1,1
328,2013,34,1,3,90,90,40,31,15,13,1,1,1,1
329,2013,34,10,9,37,38,48,51,10,3,1,-1,1,1
330,2013,35,15,8,35,50,53,45,3,6,0,-1,-1,-1
331,2013,35,6,20,48,34,48,74,7,9,1,1,1,1
332,2013,35,14,4,35,59,43,41,6,7,-1,-1,-1,-1
333,2013,35,19,10,30,38,64,48,4,12,0,-1,0,0
334,2013,35,5,7,55,59,34,39,15,12,1,1,-1,1
335,2013,35,2,16,92,40,34,53,10,8,1,1,1,1
336,2013,35,9,13,38,45,52,50,3,3,-1,1,1,1
337,2013,35,3,17,66,33,24,56,9,1,-1,1,1,1
338,2013,35,12,11,38,27,47,41,3,10,-1,1,1,1
339,2013,35,18,1,26,93,53,42,3,15,-1,-1,-1,-1
340,2013,36,15,13,41,38,56,48,5,3,1,-1,-1,1
341,2013,36,7,18,59,28,41,56,12,3,1,1,1,1
342,2013,36,8,5,50,57,45,34,4,15,1,1,1,-1
343,2013,36,11,1,28,95,41,35,12,10,-1,-1,-1,1
344,2013,36,2,3,96,67,44,26,15,9,-1,-1,1,-1
345,2013,36,19,14,35,35,77,46,6,6,0,0,-1,1
346,2013,36,4,9,62,39,41,54,7,3,1,1,1,1
347,2013,36,12,17,47,35,51,53,6,1,1,1,1,1
348,2013,36,16,20,35,31,57,65,3,5,1,1,1,1
349,2013,36,10,6,39,51,49,49,10,10,-1,-1,-1,1
350,2013,37,5,1,57,97,36,35,12,10,-1,-1,-1,-1
351,2013,37,11,2,28,96,43,46,12,12,0,-1,-1,-1
352,2013,37,15,16,36,37,57,48,1,4,1,1,1,1
353,2013,37,13,8,51,52,52,45,9,7,-1,-1,-1,1
354,2013,37,9,20,39,31,57,69,0,5,1,1,1,1
355,2013,37,4,17,65,42,41,56,10,8,1,1,1,1
356,2013,37,12,6,38,52,49,49,3,10,1,1,1,1
357,2013,37,3,18,69,28,26,60,9,0,0,1,1,1
358,2013,37,7,14,63,39,41,57,12,6,-1,1,1,1
359,2013,37,10,19,39,37,50,79,7,7,1,1,1,1
360,2013,38,18,4,28,66,60,41,1,12,-1,-1,-1,-1
361,2013,38,17,9,42,43,57,51,7,7,-1,-1,-1,1
362,2013,38,1,13,100,40,37,49,12,3,1,1,1,1
363,2013,38,14,12,40,51,57,53,9,6,-1,-1,-1,1
364,2013,38,8,7,53,63,45,42,7,9,0,1,1,-1
365,2013,38,19,11,38,31,83,46,7,10,0,-1,-1,1
366,2013,38,6,15,52,39,51,58,10,4,1,1,1,1
367,2013,38,16,5,38,59,51,39,4,9,-1,-1,-1,-1
368,2013,38,2,10,99,42,49,57,10,3,1,1,1,1
369,2013,38,20,3,31,69,72,26,4,10,-1,-1,-1,-1
370,2014,2,7,17,1,0,0,2,3,0,0,1,1,1
371,2014,2,10,5,2,2,2,1,1,3,0,1,-1,-1
372,2014,2,18,8,1,0,2,1,0,0,-1,-1,-1,0
373,2014,2,3,16,3,2,1,2,3,1,1,1,1,1
374,2014,2,2,9,2,2,0,1,3,3,1,1,1,1
375,2014,2,4,19,2,1,1,3,3,0,1,1,1,1
376,2014,2,14,12,1,2,2,2,0,1,0,1,1,-1
377,2014,2,1,20,1,0,0,1,3,0,1,1,1,1
378,2014,2,6,15,1,0,0,1,3,0,0,1,1,1
379,2014,2,11,13,2,1,2,2,1,0,0,1,0,1
380,2014,3,20,14,1,2,4,3,0,1,0,-1,-1,1
381,2014,3,16,7,2,4,4,3,1,4,0,-1,-1,-1
382,2014,3,15,19,0,2,2,5,1,0,0,1,1,1
383,2014,3,2,18,3,2,1,2,6,2,1,1,1,1
384,2014,3,17,1,4,5,4,1,2,6,-1,-1,-1,-1
385,2014,3,4,10,5,1,1,2,6,1,-1,1,1,1
386,2014,3,3,9,1,2,0,1,4,4,1,1,1,1
387,2014,3,11,8,3,1,2,2,3,1,-1,-1,-1,-1
388,2014,3,12,13,0,3,5,3,0,2,1,1,1,1
389,2014,3,6,5,5,3,0,4,6,3,-1,-1,1,1
390,2014,4,19,11,2,7,5,10,2,2,-1,-1,-1,-1
391,2014,4,7,5,5,5,4,2,5,6,0,1,1,1
392,2014,4,8,2,6,3,4,1,6,7,-1,-1,0,-1
393,2014,4,17,18,5,1,8,4,1,1,0,1,1,1
394,2014,4,4,20,4,3,3,5,4,2,1,1,1,1
395,2014,4,15,6,3,5,4,3,2,6,0,-1,-1,-1
396,2014,4,9,16,2,1,3,5,2,3,1,1,1,1
397,2014,4,1,3,11,6,4,1,9,9,1,1,-1,-1
398,2014,4,10,13,3,4,3,5,4,3,0,1,0,1
399,2014,4,14,12,2,3,2,5,4,2,-1,-1,-1,-1
400,2014,5,5,2,8,8,5,3,9,7,-1,-1,1,1
401,2014,5,14,15,9,5,10,8,5,2,-1,-1,1,1
402,2014,5,3,4,4,7,1,6,10,6,-1,-1,-1,1
403,2014,5,7,12,4,6,5,3,5,5,1,1,1,1
404,2014,5,6,1,7,15,4,6,7,12,0,-1,-1,-1
405,2014,5,19,17,1,5,4,6,2,3,0,-1,0,1
406,2014,5,18,13,1,2,9,3,3,4,0,1,-1,0
407,2014,5,20,10,3,5,9,5,2,5,0,-1,-1,1
408,2014,5,9,16,7,2,5,7,7,2,-1,1,1,1
409,2014,5,8,11,6,6,7,5,4,6,1,1,1,1
410,2014,6,10,20,3,1,7,4,5,3,1,1,1,1
411,2014,6,14,15,7,11,8,13,6,5,0,1,1,-1
412,2014,6,7,13,9,9,8,8,5,7,1,1,1,1
413,2014,6,4,8,10,7,6,6,9,7,0,1,1,1
414,2014,6,2,18,9,3,3,11,10,4,1,1,1,1
415,2014,6,17,5,5,8,6,6,4,9,0,-1,-1,-1
416,2014,6,16,3,7,8,7,5,6,8,-1,-1,-1,-1
417,2014,6,9,12,8,9,10,8,5,8,1,1,1,-1
418,2014,6,1,6,16,4,7,4,13,10,1,1,1,1
419,2014,6,11,19,4,5,5,11,5,3,1,1,1,1
420,2014,7,9,14,8,7,9,7,4,7,1,1,1,1
421,2014,7,5,18,8,5,6,12,7,3,0,1,1,1
422,2014,7,12,19,9,1,10,8,7,3,0,1,1,1
423,2014,7,11,15,9,10,11,10,3,8,1,1,1,-1
424,2014,7,6,3,8,11,7,4,5,13,1,1,-1,1
425,2014,7,13,16,5,5,6,5,4,8,1,1,-1,-1
426,2014,7,7,20,10,4,10,13,7,4,1,1,1,1
427,2014,7,1,8,19,11,7,7,13,7,1,1,1,1
428,2014,7,4,17,11,12,9,14,8,5,1,1,1,1
429,2014,7,10,2,4,12,7,7,7,8,-1,-1,-1,-1
