,season,round,home_club_position,away_club_position,home_club_cum_goals,away_club_cum_goals,home_club_cum_concede,away_club_cum_concede,home_recent_result,away_recent_result,result,multinomial_result,knn_result,tree_result
3454,2022,14,10,19,20,5,21,20,5,3,0,1,1,1
3455,2022,14,11,17,13,11,18,21,7,5,1,1,1,1
3456,2022,14,18,1,22,43,26,14,10,12,-1,-1,-1,-1
3457,2022,14,9,12,24,17,13,21,7,1,-1,-1,1,1
3458,2022,14,7,14,24,11,23,16,7,6,0,1,1,1
3459,2022,14,5,15,19,12,19,17,8,10,1,1,1,1
3460,2022,15,5,7,28,25,20,15,9,6,-1,1,1,1
3461,2022,15,19,4,6,22,21,15,4,4,-1,-1,-1,-1
3462,2022,15,1,8,44,24,14,23,12,8,1,1,1,1
3463,2022,15,15,10,12,14,18,18,7,10,-1,-1,-1,1
3464,2022,15,13,6,13,20,21,19,4,11,1,-1,1,1
3465,2022,15,12,17,19,12,22,30,3,4,1,1,1,1
3466,2022,15,18,3,11,29,22,11,5,13,-1,-1,-1,-1
3467,2022,15,9,2,18,35,17,14,8,10,-1,-1,-1,-1
3468,2022,15,16,14,11,22,16,27,4,7,-1,-1,-1,1
3469,2022,15,20,11,9,21,30,22,5,5,0,-1,-1,1
3470,2022,16,18,12,11,16,32,19,5,10,1,0,0,1
3471,2022,16,20,1,8,36,24,14,4,10,-1,-1,-1,-1
3472,2022,16,15,17,15,11,34,18,1,4,1,1,1,1
3473,2022,16,3,10,33,18,12,18,13,5,1,1,1,1
3474,2022,16,9,5,25,21,25,22,8,8,-1,-1,-1,1
3475,2022,16,2,8,46,23,15,24,12,6,-1,1,1,1
3476,2022,16,7,19,27,12,16,26,9,5,1,1,1,1
3477,2022,16,4,13,29,23,22,25,6,6,1,1,1,1
3478,2022,16,6,11,25,16,17,22,7,6,-1,1,1,1
3479,2022,16,16,14,13,24,20,27,4,10,-1,0,0,1
3480,2022,17,4,19,23,12,23,32,10,8,1,1,1,1
3481,2022,17,1,16,38,13,14,22,10,3,1,1,1,1
3482,2022,17,10,6,25,33,25,25,6,6,0,-1,-1,-1
3483,2022,17,14,3,26,34,27,12,12,15,-1,-1,-1,-1
3484,2022,17,20,5,13,26,29,19,4,7,-1,-1,-1,1
3485,2022,17,17,18,11,8,21,26,4,1,-1,1,0,1
3486,2022,17,9,15,18,18,19,34,2,3,1,1,1,1
3487,2022,17,13,2,26,47,29,17,6,12,-1,-1,-1,-1
3488,2022,17,11,7,18,30,23,17,9,9,-1,1,0,1
3489,2022,17,12,8,16,26,20,27,9,7,-1,-1,-1,1
3490,2022,18,5,14,33,26,18,30,9,9,1,1,1,1
3491,2022,18,15,12,18,16,36,23,3,6,-1,1,1,1
3492,2022,18,3,13,37,27,12,32,15,6,0,1,1,1
3493,2022,18,17,9,14,27,25,27,3,6,-1,-1,-1,1
3494,2022,18,7,11,35,19,27,26,7,9,-1,1,1,1
3495,2022,18,8,20,29,14,27,32,7,1,1,1,1,1
3496,2022,18,18,10,12,20,35,19,7,4,0,-1,-1,-1
3497,2022,18,6,1,29,41,20,15,9,13,-1,1,-1,1
3498,2022,18,2,16,50,12,18,23,12,4,0,1,1,1
3499,2022,18,19,4,10,26,27,23,4,10,-1,-1,-1,1
3500,2022,19,13,17,27,14,32,27,7,0,0,1,1,1
3501,2022,19,1,3,45,37,17,12,15,13,0,1,1,-1
3502,2022,19,4,16,27,18,23,38,12,3,1,1,1,1
3503,2022,19,18,6,13,31,24,24,2,9,-1,-1,-1,1
3504,2022,19,9,7,29,35,27,19,9,12,1,1,0,1
3505,2022,19,11,19,21,10,26,28,9,4,0,1,1,1
3506,2022,19,14,8,27,31,32,28,6,7,-1,-1,-1,1
3507,2022,19,10,2,21,51,20,19,4,10,-1,-1,-1,-1
3508,2022,19,20,15,15,13,34,36,0,5,-1,-1,-1,1
3509,2022,19,12,5,18,35,23,29,9,7,-1,-1,-1,-1
3510,2022,20,14,15,14,27,36,33,8,6,1,1,0,1
3511,2022,20,8,17,32,18,28,41,11,3,1,1,1,1
3512,2022,20,11,13,22,29,27,34,10,5,1,1,0,1
3513,2022,20,3,9,37,32,12,28,11,9,1,1,1,1
3514,2022,20,5,7,35,36,25,22,9,12,1,1,1,-1
3515,2022,20,6,1,39,45,29,17,7,13,-1,1,0,1
3516,2022,20,4,2,30,52,23,19,12,10,1,1,-1,1
3517,2022,20,16,18,11,16,29,29,4,1,1,1,1,1
3518,2022,20,10,12,21,18,21,27,4,6,1,1,1,1
3519,2022,20,19,20,14,15,28,35,1,0,-1,1,1,1
3520,2022,21,15,5,27,38,35,25,3,9,0,-1,-1,-1
3521,2022,21,9,6,32,39,29,31,9,7,-1,-1,1,-1
3522,2022,21,13,8,30,34,36,28,2,13,0,1,0,-1
3523,2022,21,18,14,18,16,43,36,3,10,0,0,-1,1
3524,2022,21,2,17,53,12,21,29,7,7,1,1,1,1
3525,2022,21,16,19,16,15,30,30,1,1,1,1,1,1
3526,2022,21,7,11,36,22,25,21,9,7,0,1,1,1
3527,2022,21,1,4,47,32,17,24,13,15,1,1,1,1
3528,2022,21,12,3,18,38,28,12,3,11,0,-1,-1,-1
3529,2022,21,20,10,17,24,36,28,3,10,-1,-1,-1,1
3530,2022,22,5,19,40,19,27,44,10,1,1,1,1,1
3531,2022,22,6,2,40,56,31,21,7,10,1,1,0,1
3532,2022,22,11,15,25,29,28,37,10,1,-1,1,1,1
3533,2022,22,10,9,22,32,21,30,8,9,0,1,1,1
3534,2022,22,13,14,17,30,37,36,8,3,1,1,1,1
3535,2022,22,4,12,34,18,27,28,12,4,1,1,1,1
3536,2022,22,3,17,38,18,12,30,9,4,0,1,1,1
3537,2022,22,16,8,12,36,32,25,7,7,1,-1,-1,-1
3538,2022,22,7,20,34,17,28,37,11,3,1,1,1,1
3539,2022,22,18,1,15,50,32,19,1,13,1,-1,-1,-1
3540,2022,23,20,15,17,15,40,32,3,7,-1,-1,0,1
3541,2022,23,19,4,19,39,45,13,1,7,0,-1,-1,-1
3542,2022,23,8,18,36,16,28,32,4,4,1,1,1,1
3543,2022,23,9,14,32,18,30,37,7,11,1,1,0,1
3544,2022,23,2,11,56,27,22,32,7,10,1,1,1,1
3545,2022,23,17,10,19,22,31,21,5,6,0,-1,-1,1
3546,2022,23,1,7,50,37,20,28,10,13,0,1,1,1
3547,2022,23,13,6,33,41,39,31,4,9,1,-1,-1,-1
3548,2022,23,16,3,30,36,37,28,3,12,-1,-1,-1,-1
3549,2022,23,12,5,19,41,30,27,4,10,0,-1,-1,-1
3550,2022,24,8,12,38,20,29,31,11,2,0,1,1,1
3551,2022,24,17,16,16,30,34,39,3,2,1,1,1,1
3552,2022,24,10,20,23,18,22,42,6,3,-1,1,1,1
3553,2022,24,15,18,17,20,33,46,10,2,-1,1,1,1
3554,2022,24,6,9,42,34,28,30,11,7,-1,1,1,1
3555,2022,24,3,14,38,37,28,40,12,7,1,1,1,1
3556,2022,24,13,2,18,59,39,23,10,9,0,-1,-1,-1
3557,2022,24,11,1,28,51,35,21,7,8,-1,-1,-1,-1
3558,2022,24,5,19,42,20,35,32,9,6,1,1,1,1
3559,2022,24,4,7,40,38,14,28,7,4,-1,1,1,1
3560,2022,25,8,16,35,17,30,34,7,9,0,1,1,1
3561,2022,25,12,7,21,40,32,28,3,7,0,1,0,1
3562,2022,25,13,20,30,19,40,42,1,6,1,1,1,1
3563,2022,25,4,6,40,42,16,29,6,8,1,1,1,-1
3564,2022,25,18,10,17,30,34,39,6,6,-1,-1,-1,1
3565,2022,25,3,9,41,39,28,30,12,9,1,1,1,1
3566,2022,25,15,1,37,55,43,23,7,10,-1,-1,-1,-1
3567,2022,25,19,2,21,60,46,24,5,7,-1,-1,1,-1
3568,2022,25,5,11,44,23,35,23,9,6,1,1,1,1
3569,2022,25,17,14,20,19,34,40,5,8,1,-1,0,1
3570,2022,26,7,3,40,42,28,28,8,12,1,-1,0,1
3571,2022,26,8,9,39,36,31,31,6,8,1,1,1,-1
3572,2022,26,11,15,23,31,25,40,3,4,1,1,1,1
3573,2022,26,14,18,19,17,44,36,5,6,0,1,1,1
3574,2022,26,19,16,19,37,43,44,3,7,1,1,1,-1
3575,2022,26,10,12,32,21,39,32,6,4,1,1,0,1
3576,2022,26,1,20,56,22,23,50,10,5,1,1,1,1
3577,2022,26,13,5,18,46,35,35,7,12,1,-1,-1,-1
3578,2022,26,2,4,64,44,25,17,10,6,1,1,1,-1
3579,2022,26,6,17,43,24,33,34,5,8,1,1,1,1
3580,2022,27,9,1,38,59,34,25,8,10,-1,-1,-1,-1
3581,2022,27,17,10,37,24,45,25,6,5,-1,-1,-1,0
3582,2022,27,5,15,46,21,36,46,9,5,1,1,1,1
3583,2022,27,3,20,42,20,35,43,12,6,0,1,1,1
3584,2022,27,12,2,21,66,33,25,3,10,-1,1,-1,-1
3585,2022,27,14,6,31,47,41,33,3,7,0,-1,-1,-1
3586,2022,27,4,13,44,19,19,35,5,10,1,1,1,1
3587,2022,27,19,7,24,47,53,28,4,10,1,-1,-1,-1
3588,2022,27,16,8,19,42,38,33,7,8,1,-1,-1,1
3589,2022,27,18,11,24,33,38,39,5,6,0,-1,-1,1
3590,2022,28,2,18,67,25,25,39,13,5,1,1,1,1
3591,2022,28,1,13,62,21,25,34,13,3,1,1,1,1
3592,2022,28,16,3,22,46,49,20,2,7,-1,-1,-1,-1
3593,2022,28,8,17,42,38,34,48,5,3,0,1,1,-1
3594,2022,28,14,12,20,33,37,43,7,4,-1,-1,0,1
3595,2022,28,10,15,27,20,26,38,7,7,0,1,1,-1
3596,2022,28,7,11,47,38,29,37,10,7,1,1,1,1
3597,2022,28,20,5,20,49,43,37,7,9,0,-1,-1,-1
3598,2022,28,9,19,34,25,40,53,7,7,1,1,1,1
3599,2022,28,6,4,49,42,35,35,5,10,1,1,1,-1
3600,2022,29,2,7,70,48,25,29,13,10,1,1,1,-1
3601,2022,29,12,19,22,39,38,49,2,1,1,1,1,-1
3602,2022,29,18,10,25,38,56,38,6,4,1,-1,-1,1
3603,2022,29,15,20,25,23,42,46,4,8,1,1,1,1
3604,2022,29,6,9,50,43,35,35,7,5,0,1,0,1
3605,2022,29,11,8,29,37,28,40,7,10,-1,-1,0,1
3606,2022,29,3,4,48,42,21,36,9,7,1,1,1,1
3607,2022,29,17,14,23,22,51,41,2,4,0,1,-1,1
3608,2022,29,1,13,66,37,26,45,15,7,1,1,1,1
3609,2022,29,16,5,22,52,40,40,8,10,0,-1,-1,-1
3610,2022,30,13,11,23,29,42,30,5,7,1,1,1,1
3611,2022,30,8,18,39,24,40,52,13,2,1,1,1,1
3612,2022,30,19,15,40,27,51,57,1,6,-1,-1,-1,1
3613,2022,30,9,3,46,50,38,21,5,12,-1,-1,-1,-1
3614,2022,30,16,12,38,24,49,39,7,4,-1,-1,-1,1
3615,2022,30,20,2,23,74,47,26,5,15,-1,-1,-1,-1
3616,2022,30,7,1,49,70,33,27,7,15,0,-1,-1,-1
3617,2022,30,5,6,53,53,41,38,8,8,1,1,0,-1
3618,2022,30,10,14,39,26,40,42,1,7,-1,1,1,1
3619,2022,30,4,17,42,23,38,41,4,6,1,1,1,1
3620,2022,31,16,7,39,51,54,35,4,7,-1,-1,0,1
3621,2022,31,5,14,55,28,42,57,8,9,-1,1,1,1
3622,2022,31,18,4,24,44,54,38,2,4,-1,-1,-1,1
3623,2022,31,2,19,78,40,27,52,15,1,1,1,1,1
3624,2022,31,15,1,27,72,42,29,7,13,0,-1,-1,-1
3625,2022,31,17,10,23,39,43,41,6,0,-1,-1,0,1
3626,2022,31,8,3,41,52,40,22,13,12,1,1,0,-1
3627,2022,31,20,12,24,29,51,40,5,6,-1,-1,-1,1
3628,2022,31,11,6,29,54,31,40,7,8,-1,-1,-1,-1
3629,2022,31,13,9,24,47,42,40,7,5,1,-1,1,1
3630,2022,32,9,16,42,40,42,60,3,4,1,1,1,1
3631,2022,32,6,2,56,81,41,28,8,15,0,1,1,1
3632,2022,32,4,11,46,30,38,33,7,4,1,1,1,1
3633,2022,32,3,7,52,57,25,45,12,8,1,1,1,1
3634,2022,32,1,20,74,24,31,53,11,2,0,1,1,1
3635,2022,32,17,14,41,26,55,42,1,7,1,1,0,1
3636,2022,32,12,18,31,24,40,46,9,5,0,1,1,1
3637,2022,32,15,13,31,29,59,44,12,8,-1,1,0,1
3638,2022,32,5,19,57,24,36,56,7,1,1,1,1,1
3639,2022,32,10,8,47,44,42,40,2,13,0,1,1,1
3640,2022,33,19,3,24,58,46,26,3,12,-1,-1,-1,-1
3641,2022,33,7,10,45,44,41,43,13,6,1,1,1,1
3642,2022,33,11,9,31,48,37,43,1,3,-1,1,1,1
3643,2022,33,1,2,82,77,29,34,13,9,1,1,1,1
3644,2022,33,13,12,27,31,44,40,7,10,1,1,-1,1
3645,2022,33,17,8,26,57,59,42,1,8,1,-1,1,-1
3646,2022,33,20,14,27,31,56,63,2,9,-1,-1,-1,1
3647,2022,33,6,4,58,50,51,39,5,9,0,1,1,1
3648,2022,33,16,18,41,43,62,56,3,4,0,1,1,1
3649,2022,33,15,5,33,60,44,38,10,10,-1,-1,-1,-1
3650,2022,34,16,19,44,25,57,50,4,2,0,1,1,1
3651,2022,34,2,12,78,31,38,39,6,0,1,1,1,1
3652,2022,34,5,7,62,60,39,53,10,5,1,1,1,-1
3653,2022,34,10,1,44,86,44,30,6,13,-1,-1,-1,-1
3654,2022,34,9,18,50,29,43,60,5,4,1,1,1,1
3655,2022,34,3,20,62,27,27,57,12,1,1,1,1,1
3656,2022,34,6,14,58,29,45,44,5,10,1,1,1,1
3657,2022,34,11,15,31,34,42,46,10,10,1,1,1,1
3658,2022,34,13,17,32,42,63,63,12,1,1,1,1,1
3659,2022,34,4,8,52,46,41,41,10,13,1,1,1,1
3660,2022,35,1,19,88,43,31,67,13,1,1,1,1,1
3661,2022,35,15,4,37,53,50,41,7,13,1,-1,-1,-1
3662,2022,35,6,12,63,35,57,45,4,10,1,1,1,1
3663,2022,35,10,18,45,46,46,59,6,5,1,1,1,1
3664,2022,35,16,20,30,28,62,60,3,1,1,1,1,1
3665,2022,35,14,11,36,32,64,42,12,0,-1,1,1,1
3666,2022,35,5,9,66,52,42,44,13,7,1,1,1,1
3667,2022,35,13,8,29,46,50,42,9,10,1,1,1,1
3668,2022,35,3,2,65,81,28,39,12,6,-1,1,1,-1
3669,2022,35,7,17,64,27,45,52,7,2,-1,1,1,1
3670,2022,36,11,16,35,34,43,65,3,6,0,1,1,1
3671,2022,36,20,10,31,50,64,49,1,9,-1,-1,-1,1
3672,2022,36,18,3,44,65,69,30,1,9,0,-1,-1,-1
3673,2022,36,2,6,83,65,39,50,8,7,-1,-1,1,1
3674,2022,36,17,1,32,90,53,32,5,13,-1,-1,-1,-1
3675,2022,36,4,13,53,30,42,50,10,9,1,1,1,1
3676,2022,36,9,15,52,38,45,50,7,7,1,1,1,1
3677,2022,36,8,7,46,64,43,57,7,4,1,-1,1,-1
3678,2022,36,12,14,35,37,46,67,7,9,1,-1,-1,1
3679,2022,36,19,5,49,67,64,42,5,15,-1,-1,-1,-1
3680,2022,37,16,2,36,83,67,42,7,7,1,-1,-1,-1
3681,2022,37,1,12,93,37,32,45,13,4,1,1,1,1
3682,2022,37,13,17,30,32,52,56,6,5,0,1,1,1
3683,2022,37,14,19,38,46,52,71,6,2,1,1,-1,1
3684,2022,37,8,9,65,54,59,45,4,10,-1,1,1,1
3685,2022,37,5,7,70,48,42,44,15,7,0,1,1,1
3686,2022,37,10,11,52,37,49,46,9,7,0,1,1,1
3687,2022,37,15,3,37,55,69,42,6,10,-1,-1,-1,-1
3688,2022,37,4,18,67,49,32,67,10,5,0,1,1,1
3689,2022,37,6,20,68,31,50,66,7,1,1,1,1,1
3690,2022,38,11,16,39,37,48,67,7,10,0,1,1,1
3691,2022,38,3,10,56,54,42,51,10,7,1,1,1,1
3692,2022,38,18,14,49,41,67,53,3,6,1,-1,0,1
3693,2022,38,2,13,83,31,43,53,6,7,1,1,1,1
3694,2022,38,20,5,32,71,69,43,0,13,0,-1,-1,-1
3695,2022,38,12,4,37,67,46,32,4,8,0,-1,-1,-1
3696,2022,38,17,15,33,37,57,70,5,6,1,-1,0,1
3697,2022,38,7,6,49,71,45,51,7,9,1,-1,-1,1
3698,2022,38,9,1,57,94,46,32,12,15,1,-1,-1,-1
3699,2022,38,19,8,47,66,74,62,2,4,-1,-1,-1,-1
